ARTNO,ARTDESC,SITENAME,ONHANDQTY,ONHANDVALUE
1145588,"สายยางใส2"" หนา0.6 มม. แบน30 เมตรพญานาค",เมกาโฮม-มีนบุรี,204,3520.95
1145588,"สายยางใส2"" หนา0.6 มม. แบน30 เมตรพญานาค",เมกาโฮม-อรัญประเทศ,450,7212.54
1145588,"สายยางใส2"" หนา0.6 มม. แบน30 เมตรพญานาค",เมกาโฮม-พัทยา,210,4115.79
1145588,"สายยางใส2"" หนา0.6 มม. แบน30 เมตรพญานาค",เมกาโฮม-ติวานนท์,180,2495.15
1145588,"สายยางใส2"" หนา0.6 มม. แบน30 เมตรพญานาค",เมกาโฮม-เชียงใหม่,240,4453.14
1145588,"สายยางใส2"" หนา0.6 มม. แบน30 เมตรพญานาค",เมกาโฮม-เวียงสระ,210,4115.76
1145588,"สายยางใส2"" หนา0.6 มม. แบน30 เมตรพญานาค",โฮมโปร สาขาลำลูกกา,240,4479.93
1145588,"สายยางใส2"" หนา0.6 มม. แบน30 เมตรพญานาค",โฮมโปร สาขาสุพรรณบุรี,210,4115.79
1145609,"สายยางม้วน PVC ใส พญานาค 1/4"" CL 100m",เมกาโฮม-รังสิต,206.15,501.98
1145609,"สายยางม้วน PVC ใส พญานาค 1/4"" CL 100m",เมกาโฮม-บ่อวิน,366,955.57
1145609,"สายยางม้วน PVC ใส พญานาค 1/4"" CL 100m",เมกาโฮม-กบินทร์บุรี,308,826.10
1145609,"สายยางม้วน PVC ใส พญานาค 1/4"" CL 100m",เมกาโฮม-มีนบุรี,98,264.33
1145609,"สายยางม้วน PVC ใส พญานาค 1/4"" CL 100m",เมกาโฮม-นครราชสีมา,400,1139.44
1145609,"สายยางม้วน PVC ใส พญานาค 1/4"" CL 100m",เมกาโฮม บ้านฉาง,300,724.70
1145609,"สายยางม้วน PVC ใส พญานาค 1/4"" CL 100m",โฮมโปร สาขาอุดรธานี,299,875.35
1145609,"สายยางม้วน PVC ใส พญานาค 1/4"" CL 100m",โฮมโปร สาขาเชียงราย,600,1756.92
1145609,"สายยางม้วน PVC ใส พญานาค 1/4"" CL 100m",โฮมโปร สาขาเชียงใหม่ (รวมโชค),199,494.72
1145609,"สายยางม้วน PVC ใส พญานาค 1/4"" CL 100m",โฮมโปร สาขาแม่สาย,100,258.72
1145619,"สายยางใส1/2""  หนา 1.4 มม.100 เมตรพญานาค",เมกาโฮม-รังสิต,487.17,2022.70
1145619,"สายยางใส1/2""  หนา 1.4 มม.100 เมตรพญานาค",เมกาโฮม-บ่อวิน,76,321.09
1145619,"สายยางใส1/2""  หนา 1.4 มม.100 เมตรพญานาค",เมกาโฮม-กบินทร์บุรี,331,2217.05
1145619,"สายยางใส1/2""  หนา 1.4 มม.100 เมตรพญานาค",เมกาโฮม-มีนบุรี,265,1706.05
1145619,"สายยางใส1/2""  หนา 1.4 มม.100 เมตรพญานาค",เมกาโฮม-อรัญประเทศ,57,295.83
1145619,"สายยางใส1/2""  หนา 1.4 มม.100 เมตรพญานาค",เมกาโฮม-หาดใหญ่,300,2014.04
1145619,"สายยางใส1/2""  หนา 1.4 มม.100 เมตรพญานาค",เมกาโฮม-พัทยา,600,3531.56
1145619,"สายยางใส1/2""  หนา 1.4 มม.100 เมตรพญานาค",เมกาโฮม-เวียงสระ,-294,-1975.68
1145619,"สายยางใส1/2""  หนา 1.4 มม.100 เมตรพญานาค",โฮมโปร สาขาสุพรรณบุรี,300,2015.16
1145637,"สายยางใส 1 1/2"" หนา 2มม.x 50เมตร พญานาค",เมกาโฮม-รังสิต,388.31,10070.63
1145637,"สายยางใส 1 1/2"" หนา 2มม.x 50เมตร พญานาค",เมกาโฮม-แม่สอด,150,3882.32
1145637,"สายยางใส 1 1/2"" หนา 2มม.x 50เมตร พญานาค",เมกาโฮม-กบินทร์บุรี,100,2549.58
1145637,"สายยางใส 1 1/2"" หนา 2มม.x 50เมตร พญานาค",เมกาโฮม-มีนบุรี,185,4957.14
1145637,"สายยางใส 1 1/2"" หนา 2มม.x 50เมตร พญานาค",เมกาโฮม บ้านฉาง,150,3629.26
1145637,"สายยางใส 1 1/2"" หนา 2มม.x 50เมตร พญานาค",เมกาโฮม-นครปฐม,262,6261.10
1145637,"สายยางใส 1 1/2"" หนา 2มม.x 50เมตร พญานาค",เมกาโฮม-เชียงใหม่,150,3771.95
1155877,"สายยางเด้ง PVC ฟ้ามัน พญานาค 3/4""x20M",เมกาโฮม-รังสิต,6,2519.17
1155877,"สายยางเด้ง PVC ฟ้ามัน พญานาค 3/4""x20M",เมกาโฮม-หนองคาย,11,4080.38
1155877,"สายยางเด้ง PVC ฟ้ามัน พญานาค 3/4""x20M",เมกาโฮม-อรัญประเทศ,0,0.00
1155877,"สายยางเด้ง PVC ฟ้ามัน พญานาค 3/4""x20M",เมกาโฮม บ้านฉาง,9,3831.55
1155877,"สายยางเด้ง PVC ฟ้ามัน พญานาค 3/4""x20M",เมกาโฮม-บางนาตราด,7,2722.16
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-กบินทร์บุรี,7,2087.78
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-มีนบุรี,10,2853.20
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-โรจนะ,8,2091.16
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-นครพนม,9,2589.53
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม บ้านฉาง,12,3724.11
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-รัตนาธิเบศร์,2,620.27
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-บางพลี,8,2176.54
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-ติวานนท์,6,1839.30
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-นครปฐม,7,2076.00
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-เชียงใหม่,8,2392.68
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-บางแสน,4,1215.85
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-ปลวกแดง,4,1217.51
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",เมกาโฮม-ทุ่งสง,5,1568.54
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",โฮมโปร สาขาขอนแก่น,11,3232.21
1155903,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x20M",โฮมโปร สาขาภูเก็ต (เจ้าฟ้า),8,2244.89
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-กบินทร์บุรี,9,1425.14
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-มีนบุรี,2,316.42
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-อรัญประเทศ,4,618.85
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-โรจนะ,26,3533.30
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-นครราชสีมา,11,1714.10
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-นครพนม,11,1598.76
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม บ้านฉาง,0,0.00
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-ฉะเชิงเทรา,13,2039.48
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-สุราษฎร์ธานี,17,2559.13
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-บางพลี,9,1408.31
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-ติวานนท์,19,2962.34
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-นครปฐม,10,1583.90
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-เชียงใหม่,14,2147.19
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-บางแสน,9,1392.75
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-ปลวกแดง,6,931.09
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",เมกาโฮม-ทุ่งสง,8,1196.83
1155951,"สายยางเด้ง PVC ฟ้ามัน พญานาค 5/8""x10M",โฮมโปร สาขาขอนแก่น,10,1540.44
1155961,"สายยางเด้ง PVC ฟ้ามัน พญานาค 3/4""x10M",เมกาโฮม-รังสิต,13,2353.19
1155961,"สายยางเด้ง PVC ฟ้ามัน พญานาค 3/4""x10M",เมกาโฮม-มีนบุรี,3,627.13
1155961,"สายยางเด้ง PVC ฟ้ามัน พญานาค 3/4""x10M",เมกาโฮม-อรัญประเทศ,17,3408.38
1155961,"สายยางเด้ง PVC ฟ้ามัน พญานาค 3/4""x10M",เมกาโฮม-นครราชสีมา,10,1835.85
